place	date	cases	daily_cases	r_est	pis	nom	smooth_pis	scenario_dates	scenario
India	2020-07-04	673907	24018	1.2241670059041054	0.3898529729860886	100	0.39585646005195974	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-07-05	697849	23942	1.2549742955022658	0.3996639819265036	101	0.3959023839511368	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-07-06	720349	22500	1.2517431300637405	0.39863497244794094	102	0.39611800521098917	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-07-07	743496	23147	1.224699626245346	0.3900225933258822	103	0.3964645775268681	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-07-08	769057	25561	1.2145006790697712	0.3867745970487816	104	0.39690335459412496	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-07-09	794847	25790	1.1950339502124383	0.380575147069536	105	0.3973955901081111	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-07-10	822609	27762	1.1972145522104831	0.38126959003992905	106	0.3979025377641777	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-07-11	850366	27757	1.2136534967277253	0.3865048000740918	107	0.39838545125767616	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-07-12	879472	29106	1.234950804351644	0.3932872232677736	108	0.3988055842839578	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-07-13	907650	28178	1.2231135997344715	0.38951750117136646	109	0.39912419053837395	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-07-14	937567	29917	1.222156291943258	0.3892126332189814	110	0.3993025237162758	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-07-15	970174	32607	1.2262210239573943	0.3905071035424422	111	0.3993018375130149	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-07-16	1005642	35468	1.2521386874959066	0.3987609432020725	112	0.3990833856239423	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-07-17	1040462	34820	1.25885879841418	0.40090105579100005	113	0.39860842174440947	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-07-18	1077873	37411	1.2883229431367216	0.4102843216045496	114	0.3978445109552832	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-07-19	1118108	40235	1.3202135946677394	0.42044034218823495	115	0.3968153489887582	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-07-20	1154914	36806	1.3014446666435695	0.4144631165689409	116	0.39556638551717727	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-07-21	1194084	39170	1.275741836509506	0.40627769358858484	117	0.39414307021288353	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-07-22	1239685	45601	1.296809424257987	0.4129869592996998	118	0.39259085274821975	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-07-23	1288128	48443	1.3174981555368148	0.41957557290998454	119	0.39095518279552915	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-07-24	1337016	48888	1.3190820942887802	0.4200800001887001	120	0.38928151002715455	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-07-25	1387088	50072	1.343162772496894	0.42774882637473266	121	0.3876152841154389	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-07-26	1436020	48932	1.3421002716211083	0.42741045822461293	122	0.3860019547327251	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-07-27	1482504	46484	1.289448711826803	0.4106428382682124	123	0.38448697155135625	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-07-28	1532135	49631	1.240974150516544	0.3952054414507382	124	0.3831157842436752	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-07-29	1584614	52479	1.2108039858035755	0.3855973337725347	125	0.38193384248202505	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-07-30	1639582	54968	1.1930192598709015	0.3799335409688109	126	0.38074686094610133	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-07-31	1697068	57486	1.1964441212611527	0.381024235611466	127	0.37935514507490087	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-08-01	1752185	55117	1.20188635094734	0.3827573891865914	128	0.3777960306797188	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-08-02	1804857	52672	1.1827046705855535	0.37664871685688056	129	0.3761068535718501	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-08-03	1855345	50488	1.1428839765839165	0.36396726418903796	130	0.37432494956258966	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-08-04	1906627	51282	1.099624639612342	0.35019072794321754	131	0.3724876544632325	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-08-05	1963253	56626	1.07341102577402	0.341842638803181	132	0.3706323040850735	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-08-06	2025423	62170	1.084072588134848	0.3452379613065642	133	0.36879623423940777	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-08-07	2086878	61455	1.1043883058776771	0.35170778357933385	134	0.36701678073753013	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-08-08	2152034	65156	1.1471120424950882	0.3653137504588865	135	0.36533127939073573	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-08-09	2214151	62117	1.1716452937750717	0.3731267048208222	136	0.36377706601031945	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-08-10	2267167	53016	1.136750140784757	0.362013859048581	137	0.3623914764075763	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-08-11	2328419	61252	1.1101941251384235	0.35355672730066073	138	0.3612118463938011	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-08-12	2395485	67066	1.109440983817888	0.35331687899444647	139	0.3601670944586878	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-08-13	2459626	64141	1.0873781791720143	0.3462906726499513	140	0.35915711408835466	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-08-14	2525236	65610	1.0829867013921433	0.34489214560255654	141	0.35817570358873346	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-08-15	2589222	63986	1.1061870007434915	0.3522806029230595	142	0.3572166612657561	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-08-16	2647318	58096	1.0813301895794942	0.3443646064254401	143	0.35627378542535404	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-08-17	2701616	54298	1.0242237417096471	0.3261782655329304	144	0.35534087437345946	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-08-18	2766640	65024	1.0158883541250416	0.32352374567152486	145	0.35441172641600394	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-08-19	2835836	69196	1.020992494138509	0.32514922989809725	146	0.35348013985891935	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-08-20	2904354	68518	1.031518008995868	0.3285012261858261	147	0.3525399130081375	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-08-21	2973383	69029	1.0632779004479804	0.33861560440759253	148	0.35158484416959	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-08-22	3043450	70067	1.1092614806488506	0.35325971371897985	149	0.3506087316492088	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-08-23	3105199	61749	1.0897054313988843	0.3470318184210413	150	0.34960537375292566	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-08-24	3164895	59696	1.0467607382076167	0.33335548485393435	151	0.34864284130370554	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-08-25	3231768	66873	1.0298273434706775	0.3279628102849386	152	0.34777974162600706	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-08-26	3307763	75995	1.0431042726201	0.3321910326402743	153	0.3469956777780026	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-08-27	3384590	76827	1.0575996787975104	0.33680729591615854	154	0.3462702528178647	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-08-28	3461247	76657	1.0967380371329951	0.349271449321122	155	0.3455830698037657	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-08-29	3539726	78479	1.1451087496758978	0.36467577405733637	156	0.344913731793878	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-08-30	3619187	79461	1.169132873528136	0.37232658972383437	157	0.34424184184637396	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-08-31	3687953	68766	1.1277301505674715	0.3591413179773429	158	0.34354700301942614	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-09-01	3766121	78168	1.109570429738837	0.35335810284452535	159	0.34280881837120686	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-09-02	3848981	82860	1.1073432679282889	0.3526488322556468	160	0.3420068909598885	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-09-03	3933137	84156	1.1053824028651298	0.3520243675618508	161	0.34112082384364356	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-09-04	4020252	87115	1.1096567274562834	0.353385585550354	162	0.34013022008064436	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-09-05	4110852	90600	1.1525904290325293	0.36705841868510697	163	0.33901468272906343	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-09-06	4202577	91725	1.1705877433898275	0.37278991322312227	164	0.3378446419668538	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-09-07	4277592	75015	1.1276429457084114	0.35911354637967735	165	0.3366987589957807	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-09-08	4367447	89855	1.1192291787655853	0.35643406552383583	166	0.33556898340973407	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-09-09	4462983	95536	1.1197328504295896	0.3565944667555909	167	0.33444726480260406	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-09-10	4559745	96762	1.1157548206413526	0.35532760795928964	168	0.33332555276828063	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-09-11	4657400	97655	1.1116626945783126	0.3540244136207592	169	0.33219579690065404	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-09-12	4751814	94414	1.1403752185716989	0.36316831538152344	170	0.3310499467936144	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-09-13	4845034	93220	1.1297543701961328	0.35978595881180775	171	0.3298799520410516	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-09-14	4926947	81913	1.078125597196143	0.34334405950509944	172	0.3286777622368559	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-09-15	5018045	91098	1.0472299569076755	0.33350491406115557	173	0.32743532697491734	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-09-16	5115905	97860	1.0343919021225176	0.3294164573381648	174	0.3261445958491261	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-09-17	5212692	96787	1.0304367058886184	0.32815687020414447	175	0.32479751845337207	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-09-18	5305665	92973	1.0231353798580292	0.32583166159613786	176	0.3234171130605635	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-09-19	5398239	92574	1.0414215519845489	0.33165514689975784	177	0.32202976531983735	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-09-20	5485634	87395	1.0285533898436852	0.32755710207148897	178	0.32063247588942706	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-09-21	5560127	74493	0.9722777700109558	0.30963534989828667	179	0.31922224542756616	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-09-22	5643489	83362	0.9398005564199534	0.29929253048582793	180	0.3177960745924882	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-09-23	5730192	86703	0.9274365156194896	0.2953550300950032	181	0.3163509640424265	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-09-24	5816113	85921	0.9181540361415358	0.2923988956756721	182	0.31488391443561475	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-09-25	5901830	85717	0.9223447396781204	0.2937334833787888	183	0.3133919264302863	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-09-26	5990589	88759	0.9638231944849732	0.3069428729827653	184	0.31187200068467474	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-09-27	6073359	82770	0.97208637475532	0.309574397422795	185	0.3103211378570134	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-09-28	6143028	69669	0.9402686709841034	0.29944160806564485	186	0.308736338605536	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-09-29	6223528	80500	0.933569535827539	0.29730817549915173	187	0.30711460358847587	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-09-30	6310276	86748	0.9430871270967554	0.3003391845314774	188	0.3054529334640665	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-10-01	6392060	81784	0.9349675210797704	0.29775338330506756	189	0.3037450794558019	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-10-02	6471943	79883	0.936264560993898	0.29816644366706513	190	0.3019891407823157	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-10-03	6547422	75479	0.9585179650737332	0.3052533490465948	191	0.30018864009455043	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-10-04	6622192	74770	0.953168553931772	0.3035497548250872	192	0.2983471000434486	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-10-05	6682322	60130	0.896080498448426	0.28536927124332284	193	0.29646804327995285	Mar 27 - Oct 12, 2020	India lockdown - 200 days
